Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,KOHLS MURFREESBORO 3,2535 Old Fort Pkwy,,Murfreesboro,TN,37128,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.843489,-86.442813,2021-12-01,182917,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOHLS SPRING HILL 4,1001 Crossings Blvd,,Spring Hill,TN,37174,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.739499,-86.941084,2021-12-01,182925,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOHLS SPRING HILL 3,1001 Crossings Blvd,,Spring Hill,TN,37174,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.739492,-86.9411,2021-12-01,182927,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOHLS SPRING HILL 1,1001 Crossings Blvd,,Spring Hill,TN,37174,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.739517,-86.941099,2021-12-01,182928,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOHLS SPRING HILL 2,1001 Crossings Blvd,,Spring Hill,TN,37174,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.739517,-86.941112,2021-12-01,182929,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOHLS FRANKLIN 3,300 Spring Creek Drive,,Franklin,TN,37067,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.936914,-86.820273,2021-12-01,182931,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOHLS FRANKLIN 4,300 Spring Creek Drive,,Franklin,TN,37067,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.936927,-86.820304,2021-12-01,182932,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOHLS FRANKLIN 1,300 Spring Creek Drive,,Franklin,TN,37067,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.936926,-86.820299,2021-12-01,182933,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOHLS FRANKLIN 2,300 Spring Creek Drive,,Franklin,TN,37067,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.936923,-86.820322,2021-12-01,182934,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOHLS MURFREESBORO 1,2535 Old Fort Pkwy,,Murfreesboro,TN,37128,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.843437,-86.442816,2021-12-01,182935,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOHLS MURFREESBORO 2,2535 Old Fort Pkwy,,Murfreesboro,TN,37128,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.84341,-86.442821,2021-12-01,182936,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOHLS MURFREESBORO 4,2535 Old Fort Pkwy,,Murfreesboro,TN,37128,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.843462,-86.442824,2021-12-01,182937,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HIGHWOODS VS1,5501 Virginia Way,,Brentwood,TN,37027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.033381,-86.815361,2021-12-01,183010,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BCBST CH5 P5 01 STATION 2,1 Cameron Cir,,Chattanooga,TN,37402,,888-758-4389,E,,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.052212,-85.317621,2021-12-01,183055,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,MOONSHINE H-D DCFAST HOG,7128 S Springs Dr,,Franklin,TN,37067,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.953728,-86.81553,2021-12-01,183182,2021-12-01 00:30:49 UTC,,,,2021-01-27,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Taylor Place,1411 Rep. John Lewis Way N,,Nashville,TN,37208,,615-242-4747,E,,Public - Credit card at all times,ISM only: 6:30am-6:00pm / Restaurant Valet only: 6:00pm-6:00am,A D Debit M V,,,,,2,,,Non-Networked,,GPS,36.178294,-86.790855,2021-02-15,183265,2021-08-04 00:01:52 UTC,P,,,2021-01-11,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
ELEC,McKellar-Sipes Regional Airport,308 Grady Montgomery Drive,"Located in parking lot of Hangar #6. 
200 ft North of the Passenger Terminal 
on Grady Montgomery Drive.
",Jackson,TN,38301,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.602863,-88.922286,2021-11-30,183618,2021-11-30 22:55:12 UTC,,,,2021-01-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Candlewood Suites - Smyrna,930 Colonnade Drive,,Smyrna,TN,37167,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.974455,-86.57789,2021-11-30,183628,2021-11-30 22:55:12 UTC,,,,2021-01-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Music City Center,201 Fifth Avenue South,"3 Chargers on P1 - 3 Chargers on P2 - 3 
Chargers on P3
",Nashville,TN,37203,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,8,,,Blink Network,http://www.blinkcharging.com/,GPS,36.15644,-86.77903,2021-11-30,183629,2021-11-30 22:55:12 UTC,,,,2021-01-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,Ruby Falls,1720 S Scenic Highway,,Chattanooga,TN,37409,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.018887,-85.339767,2021-11-30,183732,2021-11-30 22:55:12 UTC,,,,2021-02-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,7SPC VEC JAMESTOWN,196 Gaudin Ave,,Jamestown,TN,38556,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.42418,-84.93206,2021-12-01,183856,2021-12-01 00:30:49 UTC,,,,2021-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Publix #1665,2223 8th Ave S,,Nashville,TN,37204,,615-279-9470,E,,Public,Store business hours; customer use only while shopping at Publix,,,,,,2,,,Non-Networked,,GPS,36.128822,-86.77856,2021-02-15,184083,2021-08-04 00:01:52 UTC,P,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free while shopping,,,,,,,,,,
ELEC,Embassy Suites,820 Crescent Centre Drive,"For hotel only
",Franklin,TN,37067,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,35.944551,-86.812951,2021-11-30,184151,2021-11-30 22:55:12 UTC,,,,2021-02-09,,,,,J1772,US,,,,Privé,,private,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
ELEC,NSA Mid-South,N00639-B,,Millington,TN,38053,,,E,,Private - Government only,,,,,,,1,,,Non-Networked,,GPS,35.341474,-89.897308,2021-02-22,184240,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Cleveland Customer Service Center,2190 S Lee Hwy,,Cleveland,TN,37311,,,E,,Private - Government only,,,,,,,1,,,Non-Networked,,GPS,35.150128,-84.91461,2021-02-22,184338,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,Free,,,,,,,,,,
ELEC,NSA Mid-South / N00639-B452,Tarawa Ave,,Millington,TN,38053,,,E,,Private - Government only,,,,,,,1,,,Non-Networked,,GPS,35.328458,-89.872281,2021-02-22,184339,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Murfreesboro Customer Center,Middle Tennessee Blvd,,Mufreesboro,TN,37129,,,E,,Private - Government only,,,,,,,1,,,Non-Networked,,GPS,35.840652,-86.372717,2021-02-22,184340,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,Free,,,,,,,,,,
ELEC,VISN 9/MURFREESBORO VAMC,3400 Lebanon Rd,,Murfreesboro,TN,37129,,,E,,Private - Government only,Accepts fleet card,,,,,,1,,,Non-Networked,,GPS,35.918514,-86.382551,2021-02-22,184341,2021-08-04 00:01:52 UTC,FG,19,Department of Veterans Affairs,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,VA,FED_GOV,,,,,,,$0.13 per kWh,,,,,,,,,,
ELEC,VISN 9/Nashville VAMC,1310 24th Ave S,,Nashville,TN,37212,,,E,,Private - Government only,Accepts fleet card,,,,,,1,,,Non-Networked,,GPS,36.1417,-86.803693,2021-02-22,184342,2021-08-04 00:01:52 UTC,FG,19,Department of Veterans Affairs,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,VA,FED_GOV,,,,,,,$0.13 per kWh,,,,,,,,,,
ELEC,Regional Operations Center (ROC),TVA Service Rd,,Chattanooga,TN,37406,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,35.093999,-85.227384,2021-02-22,184454,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,Kingston Fossil Plant,714 Swam Pond Rd,,Kingston,TN,37748,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,35.898221,-84.518802,2021-02-22,184455,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,Naval Facilities Engineering Command - Naval Support Activity Mid South - Building 940,Wasp Ave,,Millington,TN,38053,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,35.339428,-89.878128,2021-02-22,184456,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,Cumberland Fossil Plant,815 Cumberland City Rd,,Cumberland,TN,37050,,,E,,Private - Government only,,,,,,,4,,,Non-Networked,,GPS,36.393948,-87.65122,2021-02-22,184515,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,Allen CC,2480 Hennington Ave,,Memphis,TN,38109,,,E,,Private - Government only,,,,,,,4,,,Non-Networked,,GPS,35.065896,-90.14586,2021-02-22,184516,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,Nashville Office Complex (OCP),26 Century Blvd,Ste 100,Nashville,TN,37214,,,E,,Private - Government only,,,,,,,4,,,Non-Networked,,GPS,36.150316,-86.685079,2021-02-22,184517,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,Chickamauga Service Center (PSC),4601 N Access Rd,,Chattanooga,TN,37415,,,E,,Private - Government only,,,,,,,5,,,Non-Networked,,GPS,35.107128,-85.236329,2021-02-22,184523,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,Alternative Vehicles Test Facility,TVA Service Rd,,Chattanooga,TN,37406,,,E,,Private - Government only,,,,,,,6,,,Non-Networked,,GPS,35.093999,-85.227384,2021-02-22,184533,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,Chattanooga Office Complex,1101 Market St,,Chattanooga,TN,37402,,,E,,Private - Government only,,,,,,,6,,,Non-Networked,,GPS,35.043093,-85.309663,2021-02-22,184534,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,"NSA Mid-South / N00639-B1905-1,2,3,4,5",Hornet Ave,,Millington,TN,38053,,,E,,Private - Government only,,,,,,,10,,,Non-Networked,,GPS,35.335936,-89.871381,2021-02-22,184555,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Watts Bar Nuclear (WBN),1270 Highway 68,,SpringCity,TN,37381,,,E,,Private - Government only,,,,,,,10,,,Non-Networked,,GPS,35.644579,-84.850488,2021-02-22,184556,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Sequoyah Nuclear Plant,Igou Ferry Rd,,Soddy Daisy,TN,37379,,,E,,Private - Government only,,,,,,,12,,,Non-Networked,,GPS,35.245634,-85.184795,2021-02-22,184559,2021-08-04 00:01:52 UTC,FG,16,Department of the Interior,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,FED_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Federal Building,200 Administration Rd,,Oak Ridge,TN,37830,,,E,,Private - Government only,,,,,,1,,,,Non-Networked,,GPS,36.02409,-84.234908,2021-02-22,184643,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,NEMA515,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOE,FED_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Oak Ridge National Laboratory - Station 1,1 Bethel Valley Rd,,Oak Ridge National Laboratory,TN,37830,,,E,,Private - Government only,,,,,,,1,,,Non-Networked,,GPS,35.9311,-84.309978,2021-02-22,184817,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOE,FED_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Oak Ridge National Laboratory - Station 2,1 Bethel Valley Rd,,Oak Ridge National Laboratory,TN,37830,,,E,,Private - Government only,,A D M V,,,,,1,,,Non-Networked,,GPS,35.9311,-84.309978,2021-02-22,184818,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOE,FED_GOV,,,,,,,$3.25 per kWh,,,,,,,,,,
ELEC,Oak Ridge National Laboratory - Station 3,1 Bethel Valley Rd,,Oak Ridge National Laboratory,TN,37830,,,E,,Private,,A D M V,,,,,1,,,Non-Networked,,GPS,35.9311,-84.309978,2021-02-22,184819,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DOE,FED_GOV,,,,,,,$3.25 per kWh,,,,,,,,,,
ELEC,Oak Ridge National Laboratory - Station 4,1 Bethel Valley Rd,,Oak Ridge National Laboratory,TN,37830,,,E,,Private - Government only,,,,,,,1,,,Non-Networked,,GPS,35.9311,-84.309978,2021-02-22,184820,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOE,FED_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Oak Ridge National Laboratory - Station 5,1 Bethel Valley Rd,,Oak Ridge National Laboratory,TN,37830,,,E,,Private,,A D M V,,,,,1,,,Non-Networked,,GPS,35.9311,-84.309978,2021-02-22,184821,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DOE,FED_GOV,,,,,,,$3.25 per kWh,,,,,,,,,,
ELEC,Oak Ridge National Laboratory - Station 6,1 Bethel Valley Rd,,Oak Ridge National Laboratory,TN,37830,,,E,,Private,,,,,,,4,,,Non-Networked,,GPS,35.9311,-84.309978,2021-02-22,184822,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DOE,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,Oak Ridge National Laboratory - Station 7,1 Bethel Valley Rd,,Oak Ridge National Laboratory,TN,37830,,,E,,Private,,A D M V,,,,,4,,,Non-Networked,,GPS,35.9311,-84.309978,2021-02-22,184823,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DOE,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,Oak Ridge National Laboratory - Station 8,1 Bethel Valley Rd,,Oak Ridge National Laboratory,TN,37830,,,E,,Private,,A D M V,,,,,16,,,Non-Networked,,GPS,35.9311,-84.309978,2021-02-22,184824,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DOE,FED_GOV,,,,,,,$3.25 per kWh,,,,,,,,,,
ELEC,Oak Ridge National Laboratory - Station 9,1 Bethel Valley Rd,,Oak Ridge National Laboratory,TN,37830,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,35.9311,-84.309978,2021-02-22,184825,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOE,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,Oak Ridge National Laboratory - Station 10,1 Bethel Valley Rd,,Oak Ridge National Laboratory,TN,37830,,,E,,Private,,A D M V,,,,,3,,,Non-Networked,,GPS,35.9311,-84.309978,2021-02-22,184826,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DOE,FED_GOV,,,,,,,,,,,,,,,,,
ELEC,BNA EXPRESS P6 STATION 1,1 Terminal Dr,,Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.132113,-86.668547,2021-12-01,184878,2021-12-01 00:30:49 UTC,,,,2021-02-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BNA EXPRESS P5 STATION 1,1 Terminal Dr,,Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.132113,-86.668418,2021-12-01,184879,2021-12-01 00:30:49 UTC,,,,2021-02-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BNA EXPRESS P5 STATION 2,1 Terminal Dr,,Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.131857,-86.668338,2021-12-01,184880,2021-12-01 00:30:49 UTC,,,,2021-02-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BNA EXPRESS P6 STATION 2,1 Terminal Dr,,Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.131862,-86.668493,2021-12-01,184889,2021-12-01 00:30:49 UTC,,,,2021-02-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,City of Hendersonville,101 Maple Drive North,,Hendersonville,TN,37075,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,36.311513,-86.598626,2021-11-30,184930,2021-11-30 22:55:12 UTC,,,,2021-02-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.03 per 30 seconds,,,,,,,,,,
